"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"08/22/2018","65","PM2.5","Lockeland","47-037-0023","AQS"
"08/23/2018","49","PM2.5","Lockeland","47-037-0023","AQS"
"08/24/2018","60","PM2.5","Lockeland","47-037-0023","AQS"
"08/25/2018","63","PM2.5","Lockeland","47-037-0023","AQS"
"08/26/2018","60","PM2.5","Lockeland","47-037-0023","AQS"
"08/27/2018","54","PM2.5","Near Road","47-037-0040","AQS"
"08/28/2018","48","PM2.5","Near Road","47-037-0040","AQS"
"08/29/2018","37","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"08/30/2018","42","Ozone","East Health","47-037-0011","AQS"
"08/31/2018","36","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"09/01/2018","32","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"09/02/2018","45","Ozone","East Health","47-037-0011","AQS"
"09/03/2018","31","Ozone","Percy Priest Dam","47-037-0026","AQS"
"09/04/2018","32","PM2.5","Lockeland","47-037-0023","AQS"
"09/05/2018","43","PM2.5","Lockeland","47-037-0023","AQS"
"09/06/2018","36","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"09/07/2018","41","Ozone","Percy Priest Dam","47-037-0026","AQS"
"09/08/2018","34","Ozone","Hendersonville Ozone Site at Old Hickory Dam","47-165-0007","AQS"
"09/09/2018","29","PM2.5","Near Road","47-037-0040","AQS"
"09/10/2018","30","PM2.5","Lockeland","47-037-0023","AQS"
"09/11/2018","31","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"09/12/2018","35","Ozone","FAIRVIEW MIDDLE SCHOOL ozone monitor","47-187-0106","AQS"
"09/13/2018","42","PM2.5","Lockeland","47-037-0023","AQS"
